product_id,product_name,aisle,department,product_price
30226,Organic Up Beat Coffee Brew,refrigerated,beverages,12000
5073,Kombucha  Bilberry No. 9,refrigerated,beverages,39000
30956,Organic Strawberry Banana Juice,refrigerated,beverages,42000
18806,Pasteurized Apple Cider,refrigerated,beverages,10000
48020,Tangerine Orange Pineapple Juice,refrigerated,beverages,19000
49637,Passion Fruit Flavored Fruit Juice Cocktail Blend,refrigerated,beverages,83000
1361,Nonfat High Protein Mixed Berry Kefir,refrigerated,beverages,3000
46560,"Low Pulp, Calcium & Vitamin D Orange Juice Beverage",refrigerated,beverages,80000
31683,Original No Pulp 100% Florida Orange Juice,refrigerated,beverages,50000
36216,Lime Italian Sparkling Mineral Water,water seltzer sparkling water,beverages,12000
25287,Lemonmint Water,water seltzer sparkling water,beverages,19000
31382,Mandarin Orange Sparkling  Water,water seltzer sparkling water,beverages,80000
47949,Blackberry Pomegranate Sparkling Water,water seltzer sparkling water,beverages,74000
22491,"Water, Unsweet, Blood Orange",water seltzer sparkling water,beverages,50000
26620,Peach Pear Flavored Sparkling Water,water seltzer sparkling water,beverages,42000
5487,Unsweetened Strawberry Kiwi Water,water seltzer sparkling water,beverages,65000
27598,Coconut Water Pineapple,water seltzer sparkling water,beverages,68000
11195,Unsweet Strawberry Kiwi Sparkling Water,water seltzer sparkling water,beverages,27000
1154,Pomegranate Blueberry Sparkling Water,water seltzer sparkling water,beverages,36000
34389,Black Cherry Sparkling Water,water seltzer sparkling water,beverages,70000
17907,Lemon Orange Sparking Mineral Water,water seltzer sparkling water,beverages,85000
43275,Raspberry Lemonade Seltzer,water seltzer sparkling water,beverages,4000
19953,Pink Grapefruit,water seltzer sparkling water,beverages,74000
15944,Raspberry Lime Sparkling Water,water seltzer sparkling water,beverages,64000
15644,Orange Passionfruit Flavor Enhancer,water seltzer sparkling water,beverages,20000
10,Sparkling Orange Juice & Prickly Pear Beverage,water seltzer sparkling water,beverages,66000
36603,Lemon Lime Sparkling Seltzer Water,water seltzer sparkling water,beverages,76000
35507,Pure Life Purified Water,water seltzer sparkling water,beverages,31000
12302,"Sparkling Water, Natural Mango Essenced",water seltzer sparkling water,beverages,42000
17288,Naturally Flavored Blueberry Watermelon Zero Calorie Sparkling Water,water seltzer sparkling water,beverages,70000
4776,Sparkling Mountain Spring Water Watermelon Lime,water seltzer sparkling water,beverages,57000
26603,Lemon Flower Sparkling Soda,water seltzer sparkling water,beverages,33000
20085,Lemon Seltzer 0 Calories,water seltzer sparkling water,beverages,73000
25688,Flavorsplash Raspberry Water Beverage,water seltzer sparkling water,beverages,66000
36691,Purified Drinking Water,water seltzer sparkling water,beverages,76000
15187,Berry Sparkling Water Beverage,water seltzer sparkling water,beverages,73000
10851,Natural Alpine Spring Water,water seltzer sparkling water,beverages,52000
45475,Berry Sparkling Water,water seltzer sparkling water,beverages,72000
33198,Sparkling Natural Mineral Water,water seltzer sparkling water,beverages,13000
45113,Artesian Water,water seltzer sparkling water,beverages,77000
46485,Natural Lemon Flavor Sparkling Mineral Water,water seltzer sparkling water,beverages,17000
21709,Sparkling Lemon Water,water seltzer sparkling water,beverages,85000
27784,Lemonade With Tea,water seltzer sparkling water,beverages,46000
22556,All Natural Apricot Sparkling Water,water seltzer sparkling water,beverages,76000
15030,Seltzer Calorie-free,water seltzer sparkling water,beverages,84000
2559,Crisp Apple Sparkling Water,water seltzer sparkling water,beverages,50000
43001,Spring Water Infused with Fulvic Acid,water seltzer sparkling water,beverages,54000
42331,"Smarter Water, pH 9.5, Ultra Purified",water seltzer sparkling water,beverages,69000
7049,Nutrient Enhanced Water,water seltzer sparkling water,beverages,45000
40997,Lemon Sparkling Mountain Spring Water,water seltzer sparkling water,beverages,50000
39158,"Laxative Tea, Senna Stimulant, Smooth Move, Chocolate, Bags",tea,beverages,58000
39034,Organic Community Green Tea,tea,beverages,65000
2468,Organic Hibiscus Herbal Tea Bags,tea,beverages,78000
26924,French Vanilla Light Roast K-Cup Packs Arabica Coffee,coffee,beverages,6000
33313,Dark Sumatra Ground Coffee,coffee,beverages,8000
6327,Le Bon Coffee Chicory Concentrate,coffee,beverages,20000
10164,Organic Acai Berry 100% Juice,juice nectars,beverages,57000
43498,Sparkling French Berry Lemonade,juice nectars,beverages,20000
28975,Organic Apple Juice 100%,juice nectars,beverages,78000
19173,Orange Calcium & Vitamin D Pulp Free,juice nectars,beverages,14000
2533,Sparkling Apple-Grape Organic 100% Juice,juice nectars,beverages,19000
15529,Organic Bunched Greens Juice,juice nectars,beverages,32000
15777,Prune Juice,juice nectars,beverages,43000
43653,Apricot Juice Drink,juice nectars,beverages,15000
42388,Essentials Organic Mighty Greens Juice,juice nectars,beverages,21000
47771,100% Organic Coconut Water,juice nectars,beverages,5000
41161,Italian Lemon Juice Not From Concentrate,juice nectars,beverages,29000
21881,Pear Nectar,juice nectars,beverages,13000
47639,Blueberry Protein Shake,juice nectars,beverages,42000
45614,Organic Red Tart Cherry 100% Juice,juice nectars,beverages,13000
38045,Orange Recharge,juice nectars,beverages,72000
4688,Organic Sparkling Grapefruit Juice,juice nectars,beverages,69000
1348,Strawberry Banana Fruit Juice Smoothie,refrigerated,beverages,43000
28908,Coconut Aloe Vera Drink,juice nectars,beverages,52000
34335,Ruby Red Grapefruit Juice,juice nectars,beverages,76000
43396,Organic Mate Gingerade,juice nectars,beverages,54000
8703,Low Sodium Tomato Juice,juice nectars,beverages,48000
45840,100% Pure Apple Juice,juice nectars,beverages,44000
40038,Pure Black Cherry Juice,juice nectars,beverages,30000
31452,Grape Cranberry Juice Cocktail,juice nectars,beverages,32000
19623,Apple Juice 100% Pure,juice nectars,beverages,65000
42144,V-Fusion Peach Mango Vegetable & Fruit 100% Juice,juice nectars,beverages,25000
33397,from Concentrate Mango Nectar,juice nectars,beverages,41000
47018,100% Premium Select Not From Concentrate Pure Prune Juice,juice nectars,beverages,72000
36084,Fruitables Tropical Orange Juice Beverage,juice nectars,beverages,33000
12028,Watermelon Juice,juice nectars,beverages,77000
10511,Coconut Pineapple Water,juice nectars,beverages,26000
38898,Very Veggie Vegetable Juice Blend Low Sodium,juice nectars,beverages,53000
1533,Organic 100% Juice Variety,juice nectars,beverages,73000
22415,Decaf Mahembe Coffee,coffee,beverages,43000
45728,Warriors Grounds Dark Roast Ground Coffee,coffee,beverages,18000
40404,Kaffe Traditional Stockholm Roast Medium Ground Coffee,coffee,beverages,53000
24874,Dark Royal Roast K-Cup Pods,coffee,beverages,56000
26382,Decaf Vanilla Hazelnut Ground Coffee,coffee,beverages,71000
18011,Espresso Dark Roast Ground Coffee,coffee,beverages,58000
20348,Organic Gound Coffee House Blend,coffee,beverages,79000
47522,Qualita Rossa Ground Coffee,coffee,beverages,63000
47157,Espresso Roast Ground Coffee,coffee,beverages,51000
12291,Taster's Choice Columbian Single Serve Instant Coffee Sachets,coffee,beverages,55000
3425,Classic Blend Medium Roast Ground Coffee,coffee,beverages,11000
6993,Red Grape 100% Juice,juice nectars,beverages,44000
31285,"Coconut Water, Pulp, Real",juice nectars,beverages,58000
33611,100% Pure Coconut Water,juice nectars,beverages,70000
23283,Watermelon Tart Cherry Lemon Juice,juice nectars,beverages,20000
41494,"Juice Beverage, Fruit + Vegetable, Green Zing",juice nectars,beverages,46000
4627,V Fusion Berry Vegetable & Fruit Beverage,juice nectars,beverages,81000
53,Whole Leaf Pure Aloe With Lemon Juice,juice nectars,beverages,76000
43185,Roarin' Waters Strawberry Kiwi,juice nectars,beverages,83000
18280,Cran-Naturals Classic Cranberry Juice Cocktail,juice nectars,beverages,25000
3835,"Coconut Water, Pure Organic",juice nectars,beverages,66000
32669,"Electrolyte Solution, Pediatric, Apple Flavor",juice nectars,beverages,1000
42231,100% Fruit Punch Juice,juice nectars,beverages,5000
47617,Mountain Cooler Juice Drink Pouches,juice nectars,beverages,79000
2987,with a Splash of Pineapple Coconut Water,juice nectars,beverages,35000
38809,Lavender Lemonade,refrigerated,beverages,10000
15730,Plain Coconut Non-Dairy Yogurt,refrigerated,beverages,85000
47325,100% Pomegranate Juice,juice nectars,beverages,28000
36867,100% Carrot 100% Vegetable Juice,refrigerated,beverages,4000
4813,Original Acai Juice,refrigerated,beverages,58000
13597,Strawberry C Monster Smoothie Blend,refrigerated,beverages,62000
46853,Power C Machine All Natural Fruit + Boost Juice Smoothie,refrigerated,beverages,3000
19682,Perfectly Protein Salted Caramel Latte Coffee Beverage,refrigerated,beverages,21000
1439,Sparkling Probiotic Pomegranate Drink,refrigerated,beverages,33000
29625,Bright Beet Juice Smoothie,refrigerated,beverages,77000
36517,Cultured Coconut Water Probiotic Beverage,refrigerated,beverages,65000
29674,Grab and Go Pulp Free 100% Pure Calcium & Vitamin D Orange Juice,refrigerated,beverages,56000
12351,Smooth & Sweet Citrus Punch,refrigerated,beverages,15000
10720,Organic Pomegranate Juice,refrigerated,beverages,64000
48187,Natural White Grape Aloe Water,refrigerated,beverages,77000
27413,100% Mighty Mango Juice Smoothie,refrigerated,beverages,82000
36074,Organic Sweet Beets Juice,refrigerated,beverages,82000
26977,Grape Power Juice,refrigerated,beverages,77000
47873,Sparkling Probiotic Drink Mango Coconut,refrigerated,beverages,49000
1457,Banana Protein Kefir Nonfat Cultured Milk Smoothie Probiotic,refrigerated,beverages,13000
39052,Pinot Sage,refrigerated,beverages,27000
42522,Sugar Cookie Sleigh Tea Bags,tea,beverages,49000
28872,Lemon Flavor Iced Tea,tea,beverages,26000
14579,Watermelon Lemonade,tea,beverages,24000
12150,"Relaxation Drink, Black Tea, Peach Raspberry Passion Fruit",tea,beverages,37000
47545,100% Unsweetened Honeysuckle Natural Iced White Tea,tea,beverages,28000
25782,Chocolate Powder,cocoa drink mixes,beverages,23000
30197,Vanilla Syrup,cocoa drink mixes,beverages,29000
2175,Rich Chocolate Hot Cocoa Mix,cocoa drink mixes,beverages,8000
14432,Strawberry Lemonade Unsweetened Soft Drink Mix,cocoa drink mixes,beverages,49000
49036,Tropical Punch Liquid Drink Mix,cocoa drink mixes,beverages,32000
45449,Classics Prince Of Wales Tea,tea,beverages,19000
32815,Loose Fair Trade Yerba Mate Tea,tea,beverages,81000
32449,Zero Calorie Half Iced Tea & Half Lemonade,tea,beverages,11000
12807,Organic Gunpowder Green Tea,tea,beverages,42000
39786,White Peony Tea,tea,beverages,37000
18606,Moroccan Mint Green Tea,tea,beverages,16000
31733,Iced Tea Bags,tea,beverages,32000
29179,"Decaf Tea, Vanilla Chai",tea,beverages,29000
10016,Herbal Teas Pau d'Arco,tea,beverages,62000
37838,Iced Passion Herbal Tea,tea,beverages,56000
24333,Peach Mango Iced Green Tea,tea,beverages,59000
29053,Cold Season Caffeine Free Tea Bags,tea,beverages,39000
38664,Peach Iced Tea,tea,beverages,47000
38731,Decaffeinated Green Tea,tea,beverages,84000
45306,Rooibos Chai Caffeine Free Herbal Tea,tea,beverages,62000
42054,Tropical Burst Kids Tea,tea,beverages,27000
26136,Herbal Laxative Caffeine Free Herbal Tea,tea,beverages,9000
15421,Double Bergamot Earl Grey,tea,beverages,1000
37440,Ginger & Turmeric Organic Herbal Tea,tea,beverages,23000
1208,Organic Roasted Dandelion Root Herbal Tea,tea,beverages,58000
34899,Organic Unsweetened OriginalWhite Tea,tea,beverages,53000
43613,Peach Lemonade Drink,tea,beverages,76000
18676,Healthy Signature Drinks Mojitea,tea,beverages,76000
36182,Healthy Fasting Tea,tea,beverages,73000
38380,Earl Greyer Black Tea Bags,tea,beverages,63000
15351,Organic Unsweetened Green Tea,tea,beverages,74000
34290,Ultra Slim Herbal Tea,tea,beverages,19000
25518,Guava Guayasa Zero,tea,beverages,11000
5820,"Black Tea, Organic, Masala Chai, Bags",tea,beverages,39000
6957,"Herbal Tea, Cold & Flu, Tea Bags",tea,beverages,66000
36493,Zero Calorie Half Green Tea & Half Lemonade,tea,beverages,24000
3721,Unsweetened Green Tea,tea,beverages,19000
36129,Pure Decaf Green Tea,tea,beverages,78000
40749,Organic Green Tea Bags,tea,beverages,64000
32893,Certified Biodynamic Chamomile Herbal Tea,tea,beverages,7000
28274,Hibiscus Apricot Probiotic Tea Tonic,tea,beverages,63000
298,Brisk With Lemon Iced Tea,tea,beverages,85000
20298,Diet Green Tea with Ginseng,tea,beverages,83000
10341,Organic Honey Green Tea Drink,tea,beverages,24000
29565,Toasted Rice Green Tea Bags,tea,beverages,64000
7586,Green Tea with Jasmine Tea Bags,tea,beverages,30000
17754,Pomegranate Raspberry Green W/Matcha Tea Bags,tea,beverages,50000
21308,Sweet Harvest Pumpkin Black Tea,tea,beverages,74000
28852,Double Spice Chai Black Tea,tea,beverages,53000
13627,English Breakfast Tea Bags,tea,beverages,74000
17186,Caramel Apple Dream Herbal Tea,tea,beverages,14000
7311,Hot Cinnamon Sunset Black Tea,tea,beverages,54000
38697,Organic Fennel Tea,tea,beverages,60000
4033,Nightly Calm Herbal Tea K-Cup Pods,tea,beverages,20000
6976,Unsweetened Family-Sized Black Iced Tea Bags,tea,beverages,49000
32901,Organic Half & Half Guayusa Lemonade Tea,tea,beverages,43000
410,Holiday Sugar Plum Spice Herbal Tea,tea,beverages,19000
13660,Original Kombucha,tea,beverages,11000
16104,Matcha,tea,beverages,29000
49557,Loose Leaf Mild Yerba Mate Tea,tea,beverages,60000
24527,Herbal Caffeine Free Sleepytime Tea,tea,beverages,52000
27318,Organic Classic Green Tea,tea,beverages,13000
36207,Mint & Honey Green Tea,tea,beverages,64000
38740,Ginger Peach Black Bagged Tea,tea,beverages,22000
808,Wild Raspberry Hibiscus Caffiene Free Herbal Tea Bags,tea,beverages,6000
560,Tea Temples Green Tea With Mint,tea,beverages,45000
30089,"Clean Energy Drink, Hibiscus Berry",tea,beverages,53000
39682,Detox Tea,tea,beverages,16000
25507,Decaffeinated Honey Lemon Green Tea,tea,beverages,25000
35675,Chamomile Lemon Tea Bags,tea,beverages,61000
32600,Pure Rooibos Red Tea,tea,beverages,25000
13408,Organic Jasmine Loose Leaf Green Tea,tea,beverages,36000
33278,"Yerba Mate, Organic, Pure Empower Mint",tea,beverages,25000
13044,Iced Tea With Natural Lemon,tea,beverages,27000
22723,"Mellow Mood Relaxation, Honey & Green Tea, Decaffeinated",tea,beverages,14000
15032,Lemon Green Tea,tea,beverages,64000
942,Echinacea & Elderberry Organic Herbal Tea,tea,beverages,64000
10296,Lori's Lemon Tea,tea,beverages,79000
14788,Unsweetened Iced Tea,tea,beverages,75000
39941,Iced True Black Tea Bags,tea,beverages,14000
2038,Green Tea with Ginseng and Honey,tea,beverages,55000
18736,Sorta Sweet Straight Up Iced Tea,tea,beverages,45000
17900,Chai Classic Latte Black Tea Concentrate,tea,beverages,18000
2037,O.Rosehip Hibiscus Tea,tea,beverages,57000
48569,English Teatime Decaffeinated Black Tea,tea,beverages,1000
30834,Organic Pan-Fired Green Tea Bags,tea,beverages,55000
32008,Pure Assam Tea,tea,beverages,67000
49548,Cranberry Pomegranate Green Tea,tea,beverages,4000
43428,Pure Green Tea,tea,beverages,26000
10669,Classic Decaffeinated Green Tea,tea,beverages,28000
19907,Black Tea With Lemon,tea,beverages,5000
19175,Dove Creek Unsweetened Tea,tea,beverages,81000
31594,Zero Calorie Strawberry Lemonade Sparkling Water Drink,water seltzer sparkling water,beverages,7000
5454,Black Cherry New York Seltzer Water,water seltzer sparkling water,beverages,28000
18093,Splash Lemon Flavored Water,water seltzer sparkling water,beverages,7000
37797,100% Natural Spring Water Minis,water seltzer sparkling water,beverages,10000
35020,Lemon Sparkling Natural Mineral Water,water seltzer sparkling water,beverages,17000
26840,Sparkling Beverage Orange Dry,water seltzer sparkling water,beverages,68000
223,Kiwi Strawberry Sparkling Water,water seltzer sparkling water,beverages,4000
28296,Lemon Lime Sparkling Water,water seltzer sparkling water,beverages,16000
37965,Sparkling Raspberry Lime Natural Spring Water,water seltzer sparkling water,beverages,2000
19660,Spring Water,water seltzer sparkling water,beverages,47000
36449,Zero Calorie Tangerine Lime Flavored Sparkling Water Beverage,water seltzer sparkling water,beverages,55000
7350,Natural Lime Flavor Sparkling Mineral Water,water seltzer sparkling water,beverages,37000
45564,Cactus Water With Cucumber and Green Tea,water seltzer sparkling water,beverages,83000
27325,Alpine Spring Water,water seltzer sparkling water,beverages,79000
15424,Purified Water,water seltzer sparkling water,beverages,35000
47025,Naturally Light Indian Tonic Water,water seltzer sparkling water,beverages,15000
43316,Ultra Pure Drinking Water,water seltzer sparkling water,beverages,47000
26224,Sparkling Lime Water,water seltzer sparkling water,beverages,19000
35831,Mure Pepino Blackberry Cucumber Naturally Essenced Sparkling Water,water seltzer sparkling water,beverages,61000
43154,Sparkling Mineral Water,water seltzer sparkling water,beverages,13000
44691,Organic Toddler Puree Acai Berry Superfruit,water seltzer sparkling water,beverages,68000
27856,Stone Fruit 100% Fruit Juice Smoothie + Boosts,refrigerated,beverages,52000
31422,100% Orange Juice,refrigerated,beverages,29000
18462,Pomegranate Blueberry 100% Juice,refrigerated,beverages,38000
11417,Organic Sweetened Creamy Cashewmilk,refrigerated,beverages,66000
49198,Zero Soda,soft drinks,beverages,19000
15537,Kickstart Black Cherry Energy Drink,soft drinks,beverages,72000
19852,Unfiltered Ginger Ale,soft drinks,beverages,67000
39531,Vanilla Cola,soft drinks,beverages,3000
37040,Fanta Orange Soda,soft drinks,beverages,76000
3499,Peach Citrus Soda,soft drinks,beverages,43000
36350,Premium Roast K Cup,coffee,beverages,73000
42545,Brazil Minas Naturais K Cup,coffee,beverages,55000
32397,Organic Blueberry Mint Kombucha,refrigerated,beverages,42000
17874,Organic Spring Jasmine Green Tea,tea,beverages,42000
48117,Limu Lemon Antioxidant Infusions Beverage,refrigerated,beverages,66000
40707,Holiday Cheers,refrigerated,beverages,57000
1098,Organic Blackberry Blend Juice,refrigerated,beverages,55000
9856,Strawberry Watermelon Fruit Strip,refrigerated,beverages,53000
29410,Organic Sambazon Acai Juice,refrigerated,beverages,11000
49419,Organic Horchata,refrigerated,beverages,27000
11,Peach Mango Juice,refrigerated,beverages,62000
3535,Lemon Cayenne Agave Juice Beverage,refrigerated,beverages,70000
48729,"Juice, Organic, Acai with Pomegranate",refrigerated,beverages,47000
20184,Organic Roots Vegetable Juice Blend,refrigerated,beverages,74000
1639,Green Machine,refrigerated,beverages,34000
9212,Kombucha Ginger Bottle,refrigerated,beverages,9000
37234,Strawberry Apple Juice,refrigerated,beverages,20000
19948,All Natural Berry Blast 100% Juice Smoothie,refrigerated,beverages,42000
8848,Green Goodness 100% Fruit Juice Smoothie,refrigerated,beverages,11000
23272,"Juice Blend, Organic Vegetable, Greens & Orange",refrigerated,beverages,67000
24201,Mighty Greens,refrigerated,beverages,61000
29994,Chocolate Mint Cacao superfood Drink,refrigerated,beverages,76000
17154,Berry Veggie Juice Smoothie,refrigerated,beverages,30000
27729,Cold-Pressed Organic Orange,refrigerated,beverages,73000
48019,"Coconut Water, with Pineapple",refrigerated,beverages,26000
12664,Turmeric Ginger Aid Elixir,refrigerated,beverages,8000
40857,Organic Raspberry Lemonade,refrigerated,beverages,15000
45954,Premium Calcium & Vitamin D No Pulp Orange Juice,refrigerated,beverages,57000
2913,Mango Tango Fruit Smoothie Blend,refrigerated,beverages,52000
15786,Organic Squeezed California Grapefruit Juice,refrigerated,beverages,81000
8097,Carrot Lemon Drink,refrigerated,beverages,66000
22837,Original Chocolate Beverage,refrigerated,beverages,6000
20084,Pineapple Apple Mint Organic Cold Pressed Juicd,refrigerated,beverages,61000
37823,Organic Kombucha Gingerberry - 12 CT,refrigerated,beverages,42000
20451,"100% Juice Blend, Hula",refrigerated,beverages,67000
27256,Active Effervescent Electrolyte Supplement Sugar Free Fruit Punch Fruit,refrigerated,beverages,75000
39242,"Juice, Raw & Cold-Pressed, Purity",refrigerated,beverages,36000
46570,Country Style Medium Pulp Orange Juice,refrigerated,beverages,23000
2311,Essential Greens with Lime Vegetable and Fruit Juice Blend,refrigerated,beverages,70000
18184,Organic Just Greens Juice Blend,refrigerated,beverages,83000
23334,Protein Zone Double Berry Juice Smoothie,refrigerated,beverages,76000
21953,Millennium Organic Cherry Chia Synergy Kombucha,refrigerated,beverages,12000
10874,Zero Calorie Lemon Lime Twist Soda,soft drinks,beverages,3000
4674,Cherry Limeade,soft drinks,beverages,8000
8643,"Grown-Up Soda, Extra Dry Ginger Ale",soft drinks,beverages,2000
18418,Ginger Ale Soda,soft drinks,beverages,23000
43485,Mini Can,soft drinks,beverages,64000
8003,Diet Cherry Vanilla Soda,soft drinks,beverages,78000
19306,Unfiltered Ginger Ale Pomegranate with Hibiscus,soft drinks,beverages,16000
6594,Diet Zero Calorie Ginger Soda,soft drinks,beverages,79000
19882,Natural Cane Mandarin Lime Soda,soft drinks,beverages,73000
42731,Original Citrus Sparkling Flavored Soda,soft drinks,beverages,29000
29198,Black Cherry Citrus Soda,soft drinks,beverages,30000
26689,Lime Diet Coke,soft drinks,beverages,53000
34669,"Mojo Berry Blackberry, Mint, & Lime Sparkling Beverage",soft drinks,beverages,55000
35782,Mango Flavor Probiotic Juice Drink,refrigerated,beverages,30000
1272,Organic Raspberry Ginger,refrigerated,beverages,57000
28734,Iced Tea with Raspberry,refrigerated,beverages,8000
32578,Organic Fresh Squeezed Orange Juice,refrigerated,beverages,35000
26951,Acai + 10 Superblend 100% Fruit Juice + Boosts,refrigerated,beverages,63000
14399,Limeade,refrigerated,beverages,4000
48055,Coconut Water Energy Drink,refrigerated,beverages,36000
3585,Exposed Pulp and Juice Original Aloe Vera + Honey,refrigerated,beverages,62000
5284,Joyful Greens Ginger & Lemongrass Chia Beverage,refrigerated,beverages,14000
6631,No Pulp Calcium & Vitamin D Pure Orange Juice,refrigerated,beverages,65000
3957,100% Raw Coconut Water,refrigerated,beverages,57000
28820,"Master Brew Kombucha, Grapefruit",refrigerated,beverages,36000
11085,Orange Carrot Pineapple Apple Lime Vegetable & Fruit Juice Blend,refrigerated,beverages,51000
45674,Antioxidant Infusions Molokai Coconut,refrigerated,beverages,40000
16151,Passion Fruit Wheatgrass Juice,refrigerated,beverages,54000
9832,Campfire Genmaicha Brew Kombucha,refrigerated,beverages,25000
35065,Orange Strawberry Banana Juice,refrigerated,beverages,80000
36523,Cold-Pressed Coconut Water & Greens High Pressure Processed Fruit & Vegetable Juice Blend,refrigerated,beverages,1000
25587,Organic Strawberry Hibiscus Kombucha,refrigerated,beverages,1000
33247,Tangerine Sparkling Probiotic Beverage,refrigerated,beverages,79000
30816,Iced Teaz Mint Green Tea,tea,beverages,29000
15429,Organic Chai Tea Latte Concentrate,tea,beverages,38000
42198,Sweet Dreams Herbal Tea,tea,beverages,67000
6075,Lipton Diet Citrus Iced Green Tea,tea,beverages,85000
45563,Oolong Tea,tea,beverages,78000
32400,w/Banana Pulp Free Juice,refrigerated,beverages,28000
36698,Ginger Fire Probiotic Kombucha,refrigerated,beverages,25000
530,7UP,soft drinks,beverages,71000
8464,Tangerine Lime Sugar Free Sparkling Water,soft drinks,beverages,51000
18703,Pure Doctor Kombucha,soft drinks,beverages,37000
47293,Jamaican Style Original Brew Ginger Ale,soft drinks,beverages,85000
13913,"Sparkling Citrus Beverage, with Orange Pulp!",soft drinks,beverages,12000
8716,with a Splash of Mango Coconut Water,juice nectars,beverages,67000
15882,Passion Punch,juice nectars,beverages,7000
35199,100% Apple Juice,juice nectars,beverages,56000
45770,Lemonade Pure Coconut Water,juice nectars,beverages,80000
30510,Ginger Kombucha,juice nectars,beverages,60000
26500,Red Grape Juice Cocktail,juice nectars,beverages,75000
14957,Organic 100% Apple Juice,juice nectars,beverages,19000
5157,Orange 100% Juice,juice nectars,beverages,48000
11845,100% Mango Juice,juice nectars,beverages,22000
26910,100% Juice No Sugar Added Apple,juice nectars,beverages,32000
26344,Organic Mixed Berry Sipper Juice,juice nectars,beverages,21000
22778,Apple Grape 100% Juice,juice nectars,beverages,45000
3152,Mixed Berry Juice Drink,juice nectars,beverages,54000
33436,Spiced Pear Juice,juice nectars,beverages,60000
4354,Original No Pulp Orange Juice,refrigerated,beverages,76000
44572,Blue Goodness Fruit Smoothie,refrigerated,beverages,12000
43967,Raspberry Lemonade,refrigerated,beverages,34000
23685,Mo' Beta Fruit Smoothie Blend,refrigerated,beverages,24000
14935,Kombucha Blueberry Basil,refrigerated,beverages,33000
28906,Kale Blazer Juice,refrigerated,beverages,40000
21014,Organic Asian Pear Kombucha,refrigerated,beverages,81000
11934,Organic Greens & Apple Juice,refrigerated,beverages,9000
15544,100% Orange Juice Some Pulp Calcium Vitamin D,refrigerated,beverages,77000
23926,Honeydew Kombucha Tea,refrigerated,beverages,68000
8981,No. 01 Organic Vegan Cold Pressed Juice Kale Spinach Romaine Celery Cucumber Apple Lemon,refrigerated,beverages,29000
23321,Organic Energy Drink,refrigerated,beverages,51000
38631,Organic  Cranberry Lemon Flavored Herbal Tea,refrigerated,beverages,18000
31949,Tropical Turmeric Jun-Kombucha Made With Honey Organic,refrigerated,beverages,34000
6432,Enliven 12 Fruits & Vegetables Aloe Juice,refrigerated,beverages,24000
46402,With Raspberry Lemonade,refrigerated,beverages,43000
399,Organic Strawberry Lemon-ade,refrigerated,beverages,8000
12630,Pineapple Orange 100% Juice,refrigerated,beverages,74000
45635,Blueberry B Fruit Smoothie,refrigerated,beverages,41000
4701,Acai Machine Juice Smoothie,refrigerated,beverages,62000
36406,Essential Greens With Lime  Vegetable and Fruit Juice Blend,refrigerated,beverages,33000
36088,Cranberry Ginger Kombucha,refrigerated,beverages,35000
23696,Aloe Vera Pomegranate + Cranberry Juice,refrigerated,beverages,21000
40098,Essentials Organic Mango Magic Juice,refrigerated,beverages,53000
19279,Organic Greens And Orange Beverage,refrigerated,beverages,32000
21832,Organic Hibiscus Mint Yerba Mate,refrigerated,beverages,79000
45774,Organic Sweet Greens and Ginger Juice Blend,refrigerated,beverages,80000
335,Blueberry Kombucha,refrigerated,beverages,31000
12847,Organic Green Lemonade,refrigerated,beverages,50000
1427,Berries GoMega Smoothie Blend,refrigerated,beverages,46000
19439,Pomegranate 100% Juice,refrigerated,beverages,42000
36083,Raspberry Chia Kombucha,refrigerated,beverages,47000
37542,Orange Juice with No Pulp,refrigerated,beverages,8000
16044,Pure Premium Orange Juice Lots Of Pulp Calcium + Vitamin D,refrigerated,beverages,35000
253,Organic Vegetable Greens & Greens Juice Blend,refrigerated,beverages,40000
49508,Antioxidant Infusions Costa Rica Clementine,refrigerated,beverages,44000
13912,VitaSea Juice,refrigerated,beverages,16000
38490,Coconut Water Organic,refrigerated,beverages,69000
22580,Unsweetened Vanilla,refrigerated,beverages,76000
16092,Pure Squeezed Light Orange Juice No Pulp Juice Beverage,refrigerated,beverages,35000
31399,Lemon Gingerade,refrigerated,beverages,51000
15413,Organic Chai Cola Probiotic Elixer,refrigerated,beverages,14000
21081,Organic Green Berry Shake,refrigerated,beverages,49000
7681,"Master Brew Kombucha, Tart Cherry",refrigerated,beverages,19000
28577,No Pulp Orange Juice,refrigerated,beverages,72000
23354,Watermelon Ginger-Lime Juice Blend,refrigerated,beverages,13000
30402,Quencher Pomegranate Limeade Drink,refrigerated,beverages,45000
39721,Organic Grapefruit Juice,refrigerated,beverages,32000
37208,Salted Caramel Iced Coffee With Almond Milk,refrigerated,beverages,34000
20852,Florida's Natural 100% Orange Juice Some Pulp,refrigerated,beverages,60000
19029,Original Calcium + Vitamin D Low Pulp Orange Juice,refrigerated,beverages,50000
45270,Original Organic Acai Juice,refrigerated,beverages,83000
17407,Cranberry Kombucha,refrigerated,beverages,3000
2386,Passion Orange Guava Juice,refrigerated,beverages,49000
23490,Organic Strawberry Lemonade Kombucha,refrigerated,beverages,26000
44141,Strawberry & Banana Nectar,refrigerated,beverages,62000
29062,Dark Italian Roast Coffee,coffee,beverages,84000
